                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.5165,                 2.9036,                 1.7464,                 1.4421,                0.80601,                   0.74,                0.83689,                 0.4803,                0.72939,                   0.66,                 0.6936,                0.22585,                 1.4931,                 2.3819,                  1.642,                 1.3823,             0.00072164,             0.00072164,             0.00072164
                    103,                 1.3775,                 3.0534,                 1.5261,                 1.3906,                0.79749,                    0.8,                0.84718,                0.50708,                0.70902,                   0.66,                0.68581,                0.23262,                 1.4911,                 2.4667,                 1.5751,                 1.3688,             0.00071457,             0.00071457,             0.00071457
                    104,                 1.4005,                 2.9621,                  1.528,                 1.3398,                0.83772,                   0.78,                0.84007,                0.49994,                0.73106,                   0.62,                0.65668,                0.22245,                 1.4548,                 2.5852,                 1.5997,                 1.3563,              0.0007075,              0.0007075,              0.0007075
                    105,                 1.4751,                 2.5848,                 1.4885,                 1.3851,                0.83772,                   0.78,                0.84007,                0.49994,                0.73106,                   0.62,                0.65668,                0.22245,                 1.4548,                 2.5852,                 1.5997,                 1.3563,             0.00070042,             0.00070042,             0.00070042
                    106,                 1.4778,                 2.9024,                 1.5167,                 1.4172,                0.87874,                   0.76,                0.84709,                0.52158,                0.76016,                0.57065,                0.61227,                0.21686,                 1.4409,                 2.6872,                 1.5751,                 1.3463,             0.00069335,             0.00069335,             0.00069335
                    107,                  1.379,                 2.7784,                 1.4896,                 1.3429,                0.81749,                0.80635,                0.85969,                0.52962,                0.63369,                0.58827,                0.55024,                0.21448,                 1.3955,                 2.7311,                 1.5291,                 1.3084,             0.00068628,             0.00068628,             0.00068628
                    108,                 1.4273,                 2.8492,                 1.4697,                 1.3878,                0.81586,                0.79755,                0.88205,                0.55939,                0.62527,                 0.6007,                0.56503,                 0.2222,                 1.3575,                 2.6721,                 1.4865,                 1.2887,              0.0006792,              0.0006792,              0.0006792
                    109,                 1.6461,                 2.4566,                   1.92,                 1.5933,                0.81586,                0.79755,                0.88205,                0.55939,                0.62527,                 0.6007,                0.56503,                 0.2222,                 1.3575,                 2.6721,                 1.4865,                 1.2887,             0.00067213,             0.00067213,             0.00067213
                    110,                  1.397,                   2.76,                 1.4494,                 1.3604,                0.83375,                0.80244,                0.87487,                0.56401,                0.72665,                   0.52,                0.54305,                0.22318,                 1.3373,                 2.6822,                 1.4936,                 1.2871,             0.00066506,             0.00066506,             0.00066506
                    111,                 1.4608,                 2.7915,                 1.3905,                 1.3763,                 0.7707,                   0.84,                0.85952,                0.57426,                0.61324,                   0.66,                0.59023,                0.24928,                 1.2898,                 2.3969,                 1.5001,                 1.2526,             0.00065798,             0.00065798,             0.00065798
                    112,                 1.4016,                 2.5202,                 1.4724,                 1.3294,                 0.8046,                0.82358,                0.86406,                0.55812,                0.69824,                  0.648,                0.64352,                0.30118,                 1.2986,                 2.1361,                 1.4551,                 1.2554,             0.00065091,             0.00065091,             0.00065091
                    113,                 1.2814,                 2.6622,                 1.3412,                 1.2953,                 0.8046,                0.82358,                0.86406,                0.55812,                0.69824,                  0.648,                0.64352,                0.30118,                 1.2986,                 2.1361,                 1.4551,                 1.2554,             0.00064384,             0.00064384,             0.00064384
                    114,                 1.4493,                 2.9292,                 1.5892,                 1.3677,                0.75368,                   0.86,                 0.8737,                0.55377,                0.67619,                0.75184,                0.74798,                0.32894,                 1.2949,                 2.0973,                 1.4311,                 1.2785,             0.00063676,             0.00063676,             0.00063676
                    115,                 1.3003,                 2.8766,                 1.3736,                 1.2939,                0.79736,                    0.8,                0.86411,                0.53365,                0.76512,                   0.68,                0.74251,                0.33998,                 1.3056,                 2.0439,                 1.4305,                 1.3005,             0.00062969,             0.00062969,             0.00062969
                    116,                 1.4638,                 2.6087,                 1.4857,                 1.4138,                0.73159,                 0.8723,                0.85425,                0.54174,                0.76986,                   0.72,                0.77248,                0.35064,                 1.2671,                 2.0393,                 1.4614,                 1.2834,             0.00062262,             0.00062262,             0.00062262
                    117,                 1.2726,                 2.6197,                  1.515,                 1.2977,                0.73159,                 0.8723,                0.85425,                0.54174,                0.76986,                   0.72,                0.77248,                0.35064,                 1.2671,                 2.0393,                 1.4614,                 1.2834,             0.00061554,             0.00061554,             0.00061554
                    118,                 1.3456,                  2.519,                  1.406,                 1.3294,                0.81569,                0.79666,                0.86292,                0.56679,                0.77493,                0.75752,                0.79982,                0.35393,                 1.2134,                 2.1338,                 1.4581,                 1.2568,             0.00060847,             0.00060847,             0.00060847
                    119,                 1.3152,                 2.7287,                 1.3029,                 1.2787,                0.88761,                    0.8,                0.89298,                0.60585,                 0.8648,                   0.78,                0.83511,                0.34488,                 1.2027,                 2.1509,                 1.4429,                  1.241,             0.00060139,             0.00060139,             0.00060139
                    120,                 1.3991,                 2.8677,                 1.3897,                 1.3221,                0.85743,                0.84202,                0.91043,                0.60255,                0.93965,                   0.76,                0.87854,                 0.3429,                 1.2589,                 2.1143,                 1.4092,                 1.2714,             0.00059432,             0.00059432,             0.00059432
                    121,                 1.2307,                 2.5752,                 1.2849,                 1.2426,                0.85743,                0.84202,                0.91043,                0.60255,                0.93965,                   0.76,                0.87854,                 0.3429,                 1.2589,                 2.1143,                 1.4092,                 1.2714,             0.00058725,             0.00058725,             0.00058725
                    122,                 1.3491,                 2.4256,                 1.3588,                 1.2876,                 0.8966,                0.86721,                0.92516,                0.58075,                0.93438,                    0.8,                0.89333,                0.34933,                 1.3225,                  2.072,                 1.4158,                 1.3237,             0.00058017,             0.00058017,             0.00058017
                    123,                 1.2877,                 2.5016,                 1.3828,                 1.2845,                0.89527,                   0.84,                0.92284,                0.59277,                0.90615,                   0.82,                0.89488,                0.36496,                  1.331,                 2.0415,                 1.4161,                 1.3189,              0.0005731,              0.0005731,              0.0005731
                    124,                 1.1751,                 2.7447,                 1.3256,                 1.2194,                0.93042,                 0.8024,                0.92084,                0.58051,                 0.8605,                0.74024,                0.83586,                0.34523,                 1.3094,                 2.0408,                 1.4059,                 1.2908,             0.00056603,             0.00056603,             0.00056603
                    125,                 1.2198,                 2.5765,                   1.17,                 1.1917,                0.93042,                 0.8024,                0.92084,                0.58051,                 0.8605,                0.74024,                0.83586,                0.34523,                 1.3094,                 2.0408,                 1.4059,                 1.2908,             0.00055895,             0.00055895,             0.00055895
                    126,                 1.2963,                 2.7506,                 1.3328,                 1.3063,                0.94259,                   0.76,                0.90642,                0.57118,                0.84021,                 0.6311,                 0.7348,                0.33274,                 1.3038,                 2.0493,                 1.3672,                 1.2886,             0.00055188,             0.00055188,             0.00055188
                    127,                 1.2619,                 2.4651,                 1.2613,                 1.2805,                0.90504,                   0.78,                0.91899,                0.57577,                0.84171,                0.63813,                 0.7069,                0.33254,                 1.2771,                 2.0431,                 1.3401,                 1.2614,             0.00054481,             0.00054481,             0.00054481
                    128,                 1.2948,                 2.6822,                 1.3945,                 1.3402,                0.90566,                 0.7681,                0.92628,                0.60158,                0.89083,                0.65291,                0.73555,                0.33732,                 1.2158,                      2,                 1.2943,                 1.2291,             0.00053773,             0.00053773,             0.00053773
                    129,                 1.1833,                 2.4466,                  1.174,                 1.1835,                0.90566,                 0.7681,                0.92628,                0.60158,                0.89083,                0.65291,                0.73555,                0.33732,                 1.2158,                      2,                 1.2943,                 1.2291,             0.00053066,             0.00053066,             0.00053066
                    130,                 1.4728,                 2.7575,                 1.3679,                 1.3634,                0.83982,                    0.9,                0.92575,                0.61327,                 0.8455,                   0.68,                0.74255,                0.34123,                 1.1887,                  1.958,                 1.2534,                 1.2029,             0.00052359,             0.00052359,             0.00052359
                    131,                 1.1761,                 2.4558,                 1.3411,                 1.2686,                0.92589,                    0.9,                0.94509,                0.64081,                0.82394,                0.74888,                0.72766,                0.34626,                 1.1604,                 1.8946,                 1.2384,                 1.1821,             0.00051651,             0.00051651,             0.00051651
                    132,                   1.24,                 2.3946,                 1.2567,                 1.2724,                   0.92,                    0.9,                0.94347,                0.64941,                0.82448,                    0.8,                0.79053,                0.35293,                 1.1483,                  1.846,                 1.2268,                 1.1723,             0.00050944,             0.00050944,             0.00050944
                    133,                 1.2335,                 2.4949,                 1.2795,                 1.2566,                   0.92,                    0.9,                0.94347,                0.64941,                0.82448,                    0.8,                0.79053,                0.35293,                 1.1483,                  1.846,                 1.2268,                 1.1723,             0.00050236,             0.00050236,             0.00050236
                    134,                 1.2542,                 2.3788,                 1.3947,                 1.2993,                0.95612,                 0.8717,                0.95065,                0.65334,                0.85932,                   0.78,                0.78455,                0.34441,                  1.145,                 1.8208,                 1.2407,                  1.185,             0.00049529,             0.00049529,             0.00049529
                    135,                 1.3211,                 2.7547,                 1.4035,                 1.3498,                0.89822,                   0.94,                0.95292,                0.65786,                  0.884,                0.76211,                0.79944,                0.34523,                 1.1395,                 1.8203,                 1.2736,                  1.189,             0.00048822,             0.00048822,             0.00048822
                    136,                 1.1895,                 2.1664,                 1.2327,                 1.2758,                0.93101,                 0.8098,                0.92358,                0.64931,                0.88434,                0.76471,                0.81196,                0.34342,                 1.1219,                 1.8152,                 1.3002,                  1.174,             0.00048114,             0.00048114,             0.00048114
                    137,                 1.2828,                 2.7215,                 1.1688,                 1.2877,                0.93101,                 0.8098,                0.92358,                0.64931,                0.88434,                0.76471,                0.81196,                0.34342,                 1.1219,                 1.8152,                 1.3002,                  1.174,             0.00047407,             0.00047407,             0.00047407
                    138,                 1.1355,                 1.9098,                 1.1167,                  1.176,                0.84259,                0.85649,                0.89579,                  0.608,                0.79522,                 0.7767,                 0.7934,                0.33521,                 1.1549,                 1.8182,                 1.2945,                 1.1914,               0.000467,               0.000467,               0.000467
                    139,                 1.2473,                 2.1866,                 1.1982,                 1.2499,                0.87653,                   0.92,                0.90807,                0.61655,                0.79915,                0.79584,                0.80314,                0.34047,                 1.1602,                 1.7992,                  1.269,                 1.1981,             0.00045992,             0.00045992,             0.00045992
                    140,                 1.2328,                 2.4291,                 1.2282,                 1.2182,                0.91196,                    0.9,                0.93974,                0.65582,                 0.8839,                   0.86,                0.89621,                0.38574,                 1.1248,                 1.7537,                 1.2011,                 1.1806,             0.00045285,             0.00045285,             0.00045285
                    141,                 1.3074,                 2.4473,                  1.294,                 1.3216,                0.91196,                    0.9,                0.93974,                0.65582,                 0.8839,                   0.86,                0.89621,                0.38574,                 1.1248,                 1.7537,                 1.2011,                 1.1806,             0.00044578,             0.00044578,             0.00044578
                    142,                 1.2328,                 2.2752,                 1.1271,                 1.1906,                0.93124,                    0.9,                0.94835,                0.68552,                0.93724,                0.89602,                0.92044,                0.39792,                  1.107,                 1.7065,                 1.1865,                 1.1766,              0.0004387,              0.0004387,              0.0004387
                    143,                 1.2666,                 2.3391,                 1.1956,                 1.2629,                0.95146,                    0.9,                0.95428,                0.68119,                0.94571,                   0.84,                0.90115,                0.41679,                 1.0795,                 1.6897,                 1.1551,                 1.1683,             0.00043163,             0.00043163,             0.00043163
                    144,                 1.3006,                 2.3952,                 1.2825,                 1.2548,                0.97011,                   0.92,                0.97012,                0.70027,                0.90778,                0.78758,                0.86524,                0.40192,                 1.0624,                  1.698,                 1.0992,                 1.1548,             0.00042456,             0.00042456,             0.00042456
                    145,                 1.1064,                 2.1397,                 1.1508,                 1.1866,                0.97011,                   0.92,                0.97012,                0.70027,                0.90778,                0.78758,                0.86524,                0.40192,                 1.0624,                  1.698,                 1.0992,                 1.1548,             0.00041748,             0.00041748,             0.00041748
                    146,                 1.0613,                 2.1761,                 1.1473,                 1.1704,                0.95681,                   0.96,                0.97041,                0.70059,                0.86894,                   0.88,                0.88071,                0.40243,                 1.0444,                 1.7297,                 1.0919,                 1.1337,             0.00041041,             0.00041041,             0.00041041
                    147,                 1.1704,                 2.2479,                 1.2205,                 1.2454,                0.94172,                0.96965,                0.96821,                0.71207,                0.84588,                0.87818,                 0.8467,                  0.397,                 1.0301,                 1.7652,                 1.1086,                 1.1165,             0.00040334,             0.00040334,             0.00040334
                    148,                 1.1666,                 2.4432,                 1.1091,                 1.2178,                0.97904,                0.93411,                0.96951,                0.71612,                0.91616,                0.87427,                0.87115,                0.41611,                0.99702,                 1.7733,                 1.1111,                 1.0939,             0.00039626,             0.00039626,             0.00039626
                    149,                 1.1928,                 2.2967,                 1.1127,                 1.1574,                0.97904,                0.93411,                0.96951,                0.71612,                0.91616,                0.87427,                0.87115,                0.41611,                0.99702,                 1.7733,                 1.1111,                 1.0939,             0.00038919,             0.00038919,             0.00038919
                    150,                 1.0802,                 2.1801,                 1.1247,                 1.1493,                0.95887,                0.93251,                0.96569,                0.71896,                0.89722,                  0.873,                 0.8711,                0.42939,                0.98591,                  1.773,                 1.1214,                 1.0886,             0.00038211,             0.00038211,             0.00038211
                    151,                 1.2525,                 2.4003,                 1.2683,                  1.238,                0.93068,                   0.94,                0.96523,                0.73592,                0.89079,                    0.9,                0.89297,                0.45154,                  0.984,                 1.7435,                 1.1003,                 1.0846,             0.00037504,             0.00037504,             0.00037504
                    152,                 1.1931,                 2.3569,                 1.1568,                 1.2491,                0.94171,                0.96939,                0.96694,                0.71782,                0.90298,                0.93078,                0.91286,                0.46788,                0.98025,                 1.7149,                 1.0832,                 1.0799,             0.00036797,             0.00036797,             0.00036797
                    153,                 1.0755,                 2.1411,                 1.0812,                 1.1271,                0.94171,                0.96939,                0.96694,                0.71782,                0.90298,                0.93078,                0.91286,                0.46788,                0.98025,                 1.7149,                 1.0832,                 1.0799,             0.00036089,             0.00036089,             0.00036089
                    154,                 1.0861,                  2.349,                 1.1018,                 1.1453,                 0.9446,                   0.98,                0.97154,                0.71232,                  0.905,                   0.94,                0.91799,                0.47407,                0.97265,                 1.7032,                 1.0702,                 1.0716,             0.00035382,             0.00035382,             0.00035382
                    155,                  1.179,                 2.4752,                 1.1624,                 1.2216,                 0.9617,                   0.96,                0.97278,                0.70465,                0.92012,                 0.9215,                 0.9165,                0.47443,                0.94966,                 1.7038,                 1.0373,                 1.0583,             0.00034675,             0.00034675,             0.00034675
                    156,                 1.0648,                 2.2019,                 1.0094,                  1.114,                0.97992,                0.97604,                 0.9732,                0.72164,                0.95984,                0.95604,                0.94587,                0.45413,                0.90617,                 1.7026,                0.99608,                 1.0418,             0.00033967,             0.00033967,             0.00033967
                    157,                 1.0757,                  2.327,                0.99724,                 1.1349,                0.97992,                0.97604,                 0.9732,                0.72164,                0.95984,                0.95604,                0.94587,                0.45413,                0.90617,                 1.7026,                0.99608,                 1.0418,              0.0003326,              0.0003326,              0.0003326
                    158,                 1.2054,                 2.4934,                 1.1365,                 1.1939,                0.96008,                0.96199,                0.97401,                0.73954,                0.88741,                   0.86,                0.84796,                0.43716,                 0.8861,                 1.6933,                 0.9858,                 1.0375,             0.00032553,             0.00032553,             0.00032553
                    159,                 1.0256,                 1.9088,                   1.04,                 1.1355,                0.93955,                   0.98,                0.97363,                0.73447,                0.88129,                   0.92,                  0.895,                0.44505,                0.88137,                 1.6606,                0.98478,                 1.0379,             0.00031845,             0.00031845,             0.00031845
                    160,                 1.0916,                 2.3238,                 1.1477,                 1.2005,                0.96059,                0.97499,                0.97363,                0.74212,                0.92119,                0.93521,                0.92037,                0.45938,                0.89823,                 1.6244,                0.98457,                 1.0472,             0.00031138,             0.00031138,             0.00031138
                    161,                 1.2034,                 2.1894,                 1.1705,                 1.2066,                0.96059,                0.97499,                0.97363,                0.74212,                0.92119,                0.93521,                0.92037,                0.45938,                0.89823,                 1.6244,                0.98457,                 1.0472,             0.00030431,             0.00030431,             0.00030431
                    162,                  1.056,                 2.3354,                  1.172,                 1.1858,                0.99828,                   0.94,                0.97254,                0.73384,                 0.9558,                    0.9,                0.91456,                0.45895,                0.92437,                 1.5998,                0.99736,                 1.0599,             0.00029723,             0.00029723,             0.00029723
                    163,                 1.1334,                 2.2511,                 1.0221,                 1.1668,                      1,                0.91901,                0.96982,                0.73311,                0.89423,                   0.86,                0.85781,                0.45549,                0.94008,                 1.5932,                 1.0082,                 1.0648,             0.00029016,             0.00029016,             0.00029016
                    164,                 1.0332,                 1.8925,                 1.1505,                 1.0881,                      1,                0.90809,                0.96839,                0.73404,                0.87945,                   0.84,                 0.8594,                0.46082,                0.93696,                 1.5893,                 1.0069,                 1.0574,             0.00028308,             0.00028308,             0.00028308
                    165,                 1.1207,                 2.2862,                 1.0525,                 1.1226,                      1,                0.90809,                0.96839,                0.73404,                0.87945,                   0.84,                 0.8594,                0.46082,                0.93696,                 1.5893,                 1.0069,                 1.0574,             0.00027601,             0.00027601,             0.00027601
                    166,                 1.0814,                 2.0277,                 1.0539,                  1.118,                      1,                0.93318,                0.96972,                0.73666,                0.91224,                0.83167,                0.86298,                0.45234,                0.91994,                 1.5843,                 1.0104,                 1.0479,             0.00026894,             0.00026894,             0.00026894
                    167,                0.98226,                 2.0884,                0.98504,                 1.0974,                0.99437,                   0.94,                0.96954,                0.74411,                0.91881,                   0.84,                0.86992,                0.45291,                0.89698,                  1.574,                0.99877,                  1.038,             0.00026186,             0.00026186,             0.00026186
                    168,                 1.0794,                 2.2285,                 1.1313,                 1.1611,                0.98746,                   0.94,                0.96898,                0.74284,                0.94544,                    0.9,                0.89384,                 0.4597,                0.88101,                 1.5557,                0.98986,                 1.0306,             0.00025479,             0.00025479,             0.00025479
                    169,                0.99043,                 2.1479,                 1.0815,                 1.1274,                0.98746,                   0.94,                0.96898,                0.74284,                0.94544,                    0.9,                0.89384,                 0.4597,                0.88101,                 1.5557,                0.98986,                 1.0306,             0.00024772,             0.00024772,             0.00024772
                    170,                0.95419,                 2.1955,                 1.0028,                  1.102,                0.98392,                   0.92,                0.96856,                0.74739,                0.94082,                   0.88,                0.90668,                0.45654,                 0.8658,                  1.534,                0.98289,                 1.0248,             0.00024064,             0.00024064,             0.00024064
                    171,                 1.0544,                 2.5396,                 1.0536,                 1.1277,                0.97914,                0.93865,                 0.9688,                0.75354,                0.95829,                0.91901,                 0.9199,                0.46988,                0.85556,                 1.5138,                0.95738,                 1.0228,             0.00023357,             0.00023357,             0.00023357
                    172,                0.96323,                 2.0788,                0.98641,                  1.078,                0.99241,                   0.92,                0.97006,                0.75827,                0.97083,                    0.9,                0.91974,                0.46899,                0.83867,                 1.4969,                0.93538,                 1.0189,              0.0002265,              0.0002265,              0.0002265
                    173,                0.91646,                 2.2484,                0.98191,                  1.097,                0.99241,                   0.92,                0.97006,                0.75827,                0.97083,                    0.9,                0.91974,                0.46899,                0.83867,                 1.4969,                0.93538,                 1.0189,             0.00021942,             0.00021942,             0.00021942
                    174,                0.98972,                 2.3308,                0.97258,                 1.1271,                 0.9737,                   0.92,                0.96821,                0.76578,                0.95236,                    0.9,                0.91759,                0.46405,                0.81609,                 1.5021,                0.93907,                 1.0125,             0.00021235,             0.00021235,             0.00021235
                    175,                 1.0364,                 2.2615,                0.94254,                  1.123,                0.97465,                   0.92,                0.96819,                0.78064,                 0.9533,                    0.9,                0.91619,                 0.4625,                0.80512,                 1.5053,                  0.943,                 1.0108,             0.00020528,             0.00020528,             0.00020528
                    176,                 1.0002,                 2.2693,                 1.0134,                 1.1094,                0.95839,                0.92141,                0.96834,                0.79779,                0.95112,                    0.9,                0.91552,                0.48183,                0.79102,                 1.4924,                0.94436,                 1.0069,              0.0001982,              0.0001982,              0.0001982
                    177,                0.95952,                  2.154,                0.91895,                 1.1205,                0.95839,                0.92141,                0.96834,                0.79779,                0.95112,                    0.9,                0.91552,                0.48183,                0.79102,                 1.4924,                0.94436,                 1.0069,             0.00019113,             0.00019113,             0.00019113
                    178,                0.93367,                 2.0126,                 0.8775,                 1.0796,                0.97195,                   0.94,                0.96948,                0.79577,                  0.979,                0.93238,                0.95004,                0.49227,                0.79027,                 1.4907,                0.94002,                 1.0073,             0.00018406,             0.00018406,             0.00018406
                    179,                 0.9599,                   2.25,                 1.0689,                 1.1057,                0.97913,                0.93857,                0.97006,                0.78872,                0.97913,                0.93857,                  0.951,                0.50073,                 0.7948,                 1.4912,                0.94253,                  1.009,             0.00017698,             0.00017698,             0.00017698
                    180,                 1.0216,                 2.0677,                  1.027,                  1.143,                0.99157,                   0.94,                0.97018,                0.79945,                0.99157,                   0.94,                0.95183,                0.51685,                 0.7906,                 1.4811,                 0.9437,                 1.0041,             0.00016991,             0.00016991,             0.00016991
                    181,                0.94663,                 2.0839,                0.90297,                   1.08,                0.99157,                   0.94,                0.97018,                0.79945,                0.99157,                   0.94,                0.95183,                0.51685,                 0.7906,                 1.4811,                 0.9437,                 1.0041,             0.00016283,             0.00016283,             0.00016283
                    182,                0.96662,                  2.071,                 1.0269,                  1.151,                0.99494,                   0.94,                 0.9699,                0.80069,                0.99494,                   0.94,                0.95156,                0.52512,                0.78866,                 1.4772,                0.93379,                 1.0018,             0.00015576,             0.00015576,             0.00015576
                    183,                  1.033,                 2.1935,                 1.0258,                 1.1729,                      1,                0.93865,                0.96897,                0.80186,                      1,                0.93865,                0.95129,                0.52884,                0.78465,                  1.469,                0.93301,                0.99631,             0.00014869,             0.00014869,             0.00014869
                    184,                0.96283,                 2.0945,                 1.0367,                 1.1211,                      1,                0.93619,                0.96986,                0.79026,                      1,                0.93619,                0.95185,                0.53533,                0.77897,                 1.4613,                0.92753,                0.99052,             0.00014161,             0.00014161,             0.00014161
                    185,                0.93203,                 2.0014,                0.97309,                 1.1135,                      1,                0.93619,                0.96986,                0.79026,                      1,                0.93619,                0.95185,                0.53533,                0.77897,                 1.4613,                0.92753,                0.99052,             0.00013454,             0.00013454,             0.00013454
                    186,                0.93545,                 2.2105,                0.98124,                 1.0766,                      1,                0.93399,                0.96991,                0.79666,                      1,                0.93399,                0.95157,                 0.5404,                0.77744,                 1.4555,                0.92047,                0.98626,             0.00012747,             0.00012747,             0.00012747
                    187,                 0.9014,                 2.1475,                0.90309,                 1.0517,                0.97232,                   0.94,                0.97008,                0.79573,                0.97232,                   0.94,                0.95257,                0.54246,                0.77294,                  1.444,                0.91815,                 0.9814,             0.00012039,             0.00012039,             0.00012039
                    188,                 0.8967,                 2.1602,                  0.876,                 1.0797,                0.97324,                   0.94,                0.97006,                0.78955,                0.97324,                   0.94,                0.97006,                 0.5388,                0.77117,                 1.4285,                0.91173,                0.97936,             0.00011332,             0.00011332,             0.00011332
                    189,                  1.167,                 2.2328,                 1.1722,                 1.2609,                0.97324,                   0.94,                0.97006,                0.78955,                0.97324,                   0.94,                0.97006,                 0.5388,                0.77117,                 1.4285,                0.91173,                0.97936,             0.00010625,             0.00010625,             0.00010625
                    190,                0.97213,                 1.9327,                  0.988,                 1.1015,                0.97422,                   0.94,                0.96964,                0.79529,                0.97422,                   0.94,                0.96964,                0.54475,                0.76661,                 1.4185,                0.90972,                0.97519,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.89062,                  1.878,                  1.106,                 1.0777,                0.97462,                   0.94,                0.96978,                0.79597,                0.97462,                   0.94,                0.96978,                0.55282,                0.76504,                  1.412,                0.90845,                0.97083,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.87363,                 2.0683,                 1.0008,                 1.0797,                0.99372,                   0.94,                0.96983,                0.80275,                0.99372,                   0.94,                0.96983,                 0.5555,                0.76451,                 1.4104,                0.90368,                0.96865,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.84246,                 1.8337,                0.99409,                 1.0551,                0.99372,                   0.94,                0.96983,                0.80275,                0.99372,                   0.94,                0.96983,                 0.5555,                0.76451,                 1.4104,                0.90368,                0.96865,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.94816,                 1.9416,                 1.0333,                 1.0952,                0.99644,                   0.94,                0.96982,                0.80693,                0.99644,                   0.94,                0.96982,                0.55538,                0.76195,                 1.4114,                0.89549,                0.96666,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                 1.0402,                 2.1487,                 1.1368,                 1.2118,                0.99463,                   0.94,                 0.9711,                0.80825,                0.99463,                   0.94,                 0.9711,                0.55125,                0.76098,                 1.4103,                0.88682,                0.96446,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.83599,                 1.9463,                0.95992,                 1.0112,                0.99135,                   0.94,                0.97109,                0.81189,                0.99135,                   0.94,                0.97109,                0.54854,                0.75908,                 1.4065,                 0.8757,                0.96191,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.94802,                 1.8684,                0.99934,                 1.1188,                0.99135,                   0.94,                0.97109,                0.81189,                0.99135,                   0.94,                0.97109,                0.54854,                0.75908,                 1.4065,                 0.8757,                0.96191,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.90275,                 1.7948,                0.98028,                 1.0534,                0.98967,                   0.94,                0.97146,                0.80914,                0.98967,                   0.94,                0.97146,                0.54132,                0.75528,                 1.4079,                0.86931,                0.96044,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.85575,                 1.8686,                0.96733,                 1.0616,                 0.9896,                   0.94,                0.97145,                0.80854,                 0.9896,                   0.94,                0.97145,                0.54648,                0.75373,                 1.4078,                 0.8639,                 0.9597,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.85879,                 1.8832,                0.98272,                 1.0314,                0.98879,                   0.94,                0.97108,                 0.8106,                0.98879,                   0.94,                0.97108,                0.53998,                0.75312,                  1.407,                 0.8613,                0.95931,             2.8437e-05,             2.8437e-05,             2.8437e-05
